Date,AQS_SITE_ID,POC,Daily Mean PM2.5 Concentration,UNITS,DAILY_AQI_VALUE,DAILY_OBS_COUNT,PERCENT_COMPLETE,AQS_PARAMETER_CODE,AQS_PARAMETER_DESC,CSA_CODE,CSA_NAME,CBSA_CODE,CBSA_NAME,STATE_CODE,STATE,COUNTY_CODE,COUNTY,SITE_LATITUDE,SITE_LONGITUDE
2/3/11,37-063-0015,3,6.7875,ug/m3 LC,.,24,100,88502,Acceptable PM2.5 AQI & Speciation Mass,450,"Raleigh-Durham-Cary, NC",20500,"Durham, NC",37,North Carolina,63,Durham,36.032944,-78.905417
2/4/11,37-063-0015,3,7.604166667,ug/m3 LC,.,24,100,88502,Acceptable PM2.5 AQI & Speciation Mass,450,"Raleigh-Durham-Cary, NC",20500,"Durham, NC",37,North Carolina,63,Durham,36.032944,-78.905417
2/5/11,37-063-0015,3,4.320833333,ug/m3 LC,.,24,100,88502,Acceptable PM2.5 AQI & Speciation Mass,450,"Raleigh-Durham-Cary, NC",20500,"Durham, NC",37,North Carolina,63,Durham,36.032944,-78.905417
2/6/11,37-063-0015,3,8.225,ug/m3 LC,.,24,100,88502,Acceptable PM2.5 AQI & Speciation Mass,450,"Raleigh-Durham-Cary, NC",20500,"Durham, NC",37,North Carolina,63,Durham,36.032944,-78.905417
2/7/11,37-063-0015,3,10.31666667,ug/m3 LC,.,24,100,88502,Acceptable PM2.5 AQI & Speciation Mass,450,"Raleigh-Durham-Cary, NC",20500,"Durham, NC",37,North Carolina,63,Durham,36.032944,-78.905417
2/8/11,37-063-0015,3,6.833333333,ug/m3 LC,.,24,100,88502,Acceptable PM2.5 AQI & Speciation Mass,450,"Raleigh-Durham-Cary, NC",20500,"Durham, NC",37,North Carolina,63,Durham,36.032944,-78.905417
2/9/11,37-063-0015,3,5.6125,ug/m3 LC,.,24,100,88502,Acceptable PM2.5 AQI & Speciation Mass,450,"Raleigh-Durham-Cary, NC",20500,"Durham, NC",37,North Carolina,63,Durham,36.032944,-78.905417
2/10/11,37-063-0015,3,7.25,ug/m3 LC,.,24,100,88502,Acceptable PM2.5 AQI & Speciation Mass,450,"Raleigh-Durham-Cary, NC",20500,"Durham, NC",37,North Carolina,63,Durham,36.032944,-78.905417
2/11/11,37-063-0015,3,11.30833333,ug/m3 LC,.,24,100,88502,Acceptable PM2.5 AQI & Speciation Mass,450,"Raleigh-Durham-Cary, NC",20500,"Durham, NC",37,North Carolina,63,Durham,36.032944,-78.905417
2/12/11,37-063-0015,3,8.595833333,ug/m3 LC,.,24,100,88502,Acceptable PM2.5 AQI & Speciation Mass,450,"Raleigh-Durham-Cary, NC",20500,"Durham, NC",37,North Carolina,63,Durham,36.032944,-78.905417
2/13/11,37-063-0015,3,5.2625,ug/m3 LC,.,24,100,88502,Acceptable PM2.5 AQI & Speciation Mass,450,"Raleigh-Durham-Cary, NC",20500,"Durham, NC",37,North Carolina,63,Durham,36.032944,-78.905417
2/14/11,37-063-0015,3,7.25,ug/m3 LC,.,24,100,88502,Acceptable PM2.5 AQI & Speciation Mass,450,"Raleigh-Durham-Cary, NC",20500,"Durham, NC",37,North Carolina,63,Durham,36.032944,-78.905417
2/15/11,37-063-0015,3,7.070833333,ug/m3 LC,.,24,100,88502,Acceptable PM2.5 AQI & Speciation Mass,450,"Raleigh-Durham-Cary, NC",20500,"Durham, NC",37,North Carolina,63,Durham,36.032944,-78.905417
2/16/11,37-063-0015,3,11.10416667,ug/m3 LC,.,24,100,88502,Acceptable PM2.5 AQI & Speciation Mass,450,"Raleigh-Durham-Cary, NC",20500,"Durham, NC",37,North Carolina,63,Durham,36.032944,-78.905417
2/17/11,37-063-0015,3,21.9125,ug/m3 LC,.,24,100,88502,Acceptable PM2.5 AQI & Speciation Mass,450,"Raleigh-Durham-Cary, NC",20500,"Durham, NC",37,North Carolina,63,Durham,36.032944,-78.905417
2/18/11,37-063-0015,3,17.39166667,ug/m3 LC,.,24,100,88502,Acceptable PM2.5 AQI & Speciation Mass,450,"Raleigh-Durham-Cary, NC",20500,"Durham, NC",37,North Carolina,63,Durham,36.032944,-78.905417
2/19/11,37-063-0015,3,2.683333333,ug/m3 LC,.,24,100,88502,Acceptable PM2.5 AQI & Speciation Mass,450,"Raleigh-Durham-Cary, NC",20500,"Durham, NC",37,North Carolina,63,Durham,36.032944,-78.905417
2/20/11,37-063-0015,3,5.8875,ug/m3 LC,.,24,100,88502,Acceptable PM2.5 AQI & Speciation Mass,450,"Raleigh-Durham-Cary, NC",20500,"Durham, NC",37,North Carolina,63,Durham,36.032944,-78.905417
2/21/11,37-063-0015,3,7.485714286,ug/m3 LC,.,21,88,88502,Acceptable PM2.5 AQI & Speciation Mass,450,"Raleigh-Durham-Cary, NC",20500,"Durham, NC",37,North Carolina,63,Durham,36.032944,-78.905417
2/22/11,37-063-0015,3,8.186363636,ug/m3 LC,.,22,92,88502,Acceptable PM2.5 AQI & Speciation Mass,450,"Raleigh-Durham-Cary, NC",20500,"Durham, NC",37,North Carolina,63,Durham,36.032944,-78.905417
2/23/11,37-063-0015,3,7.770833333,ug/m3 LC,.,24,100,88502,Acceptable PM2.5 AQI & Speciation Mass,450,"Raleigh-Durham-Cary, NC",20500,"Durham, NC",37,North Carolina,63,Durham,36.032944,-78.905417
2/24/11,37-063-0015,3,10.55833333,ug/m3 LC,.,24,100,88502,Acceptable PM2.5 AQI & Speciation Mass,450,"Raleigh-Durham-Cary, NC",20500,"Durham, NC",37,North Carolina,63,Durham,36.032944,-78.905417
2/25/11,37-063-0015,3,7.416666667,ug/m3 LC,.,24,100,88502,Acceptable PM2.5 AQI & Speciation Mass,450,"Raleigh-Durham-Cary, NC",20500,"Durham, NC",37,North Carolina,63,Durham,36.032944,-78.905417
2/26/11,37-063-0015,3,8.770833333,ug/m3 LC,.,24,100,88502,Acceptable PM2.5 AQI & Speciation Mass,450,"Raleigh-Durham-Cary, NC",20500,"Durham, NC",37,North Carolina,63,Durham,36.032944,-78.905417
2/27/11,37-063-0015,3,15.825,ug/m3 LC,.,24,100,88502,Acceptable PM2.5 AQI & Speciation Mass,450,"Raleigh-Durham-Cary, NC",20500,"Durham, NC",37,North Carolina,63,Durham,36.032944,-78.905417
2/28/11,37-063-0015,3,10.32380952,ug/m3 LC,.,21,88,88502,Acceptable PM2.5 AQI & Speciation Mass,450,"Raleigh-Durham-Cary, NC",20500,"Durham, NC",37,North Carolina,63,Durham,36.032944,-78.905417
3/1/11,37-063-0015,3,3.5125,ug/m3 LC,.,24,100,88502,Acceptable PM2.5 AQI & Speciation Mass,450,"Raleigh-Durham-Cary, NC",20500,"Durham, NC",37,North Carolina,63,Durham,36.032944,-78.905417
3/2/11,37-063-0015,3,8.079166667,ug/m3 LC,.,24,100,88502,Acceptable PM2.5 AQI & Speciation Mass,450,"Raleigh-Durham-Cary, NC",20500,"Durham, NC",37,North Carolina,63,Durham,36.032944,-78.905417
3/3/11,37-063-0015,3,4.595833333,ug/m3 LC,.,24,100,88502,Acceptable PM2.5 AQI & Speciation Mass,450,"Raleigh-Durham-Cary, NC",20500,"Durham, NC",37,North Carolina,63,Durham,36.032944,-78.905417
3/4/11,37-063-0015,3,7.416666667,ug/m3 LC,.,24,100,88502,Acceptable PM2.5 AQI & Speciation Mass,450,"Raleigh-Durham-Cary, NC",20500,"Durham, NC",37,North Carolina,63,Durham,36.032944,-78.905417
3/5/11,37-063-0015,3,5.041666667,ug/m3 LC,.,24,100,88502,Acceptable PM2.5 AQI & Speciation Mass,450,"Raleigh-Durham-Cary, NC",20500,"Durham, NC",37,North Carolina,63,Durham,36.032944,-78.905417
3/6/11,37-063-0015,3,1.870833333,ug/m3 LC,.,24,100,88502,Acceptable PM2.5 AQI & Speciation Mass,450,"Raleigh-Durham-Cary, NC",20500,"Durham, NC",37,North Carolina,63,Durham,36.032944,-78.905417
3/7/11,37-063-0015,3,4.6875,ug/m3 LC,.,24,100,88502,Acceptable PM2.5 AQI & Speciation Mass,450,"Raleigh-Durham-Cary, NC",20500,"Durham, NC",37,North Carolina,63,Durham,36.032944,-78.905417
3/8/11,37-063-0015,3,4.470833333,ug/m3 LC,.,24,100,88502,Acceptable PM2.5 AQI & Speciation Mass,450,"Raleigh-Durham-Cary, NC",20500,"Durham, NC",37,North Carolina,63,Durham,36.032944,-78.905417
3/9/11,37-063-0015,3,5.904166667,ug/m3 LC,.,24,100,88502,Acceptable PM2.5 AQI & Speciation Mass,450,"Raleigh-Durham-Cary, NC",20500,"Durham, NC",37,North Carolina,63,Durham,36.032944,-78.905417
3/10/11,37-063-0015,3,2.3875,ug/m3 LC,.,24,100,88502,Acceptable PM2.5 AQI & Speciation Mass,450,"Raleigh-Durham-Cary, NC",20500,"Durham, NC",37,North Carolina,63,Durham,36.032944,-78.905417
3/11/11,37-063-0015,3,4.395833333,ug/m3 LC,.,24,100,88502,Acceptable PM2.5 AQI & Speciation Mass,450,"Raleigh-Durham-Cary, NC",20500,"Durham, NC",37,North Carolina,63,Durham,36.032944,-78.905417
3/12/11,37-063-0015,3,8.408333333,ug/m3 LC,.,24,100,88502,Acceptable PM2.5 AQI & Speciation Mass,450,"Raleigh-Durham-Cary, NC",20500,"Durham, NC",37,North Carolina,63,Durham,36.032944,-78.905417
3/13/11,37-063-0015,3,11.71666667,ug/m3 LC,.,24,100,88502,Acceptable PM2.5 AQI & Speciation Mass,450,"Raleigh-Durham-Cary, NC",20500,"Durham, NC",37,North Carolina,63,Durham,36.032944,-78.905417
3/14/11,37-063-0015,3,8.875,ug/m3 LC,.,24,100,88502,Acceptable PM2.5 AQI & Speciation Mass,450,"Raleigh-Durham-Cary, NC",20500,"Durham, NC",37,North Carolina,63,Durham,36.032944,-78.905417
3/15/11,37-063-0015,3,8.416666667,ug/m3 LC,.,24,100,88502,Acceptable PM2.5 AQI & Speciation Mass,450,"Raleigh-Durham-Cary, NC",20500,"Durham, NC",37,North Carolina,63,Durham,36.032944,-78.905417
3/16/11,37-063-0015,3,6.279166667,ug/m3 LC,.,24,100,88502,Acceptable PM2.5 AQI & Speciation Mass,450,"Raleigh-Durham-Cary, NC",20500,"Durham, NC",37,North Carolina,63,Durham,36.032944,-78.905417
3/17/11,37-063-0015,3,5.491666667,ug/m3 LC,.,24,100,88502,Acceptable PM2.5 AQI & Speciation Mass,450,"Raleigh-Durham-Cary, NC",20500,"Durham, NC",37,North Carolina,63,Durham,36.032944,-78.905417
3/18/11,37-063-0015,3,12.34166667,ug/m3 LC,.,24,100,88502,Acceptable PM2.5 AQI & Speciation Mass,450,"Raleigh-Durham-Cary, NC",20500,"Durham, NC",37,North Carolina,63,Durham,36.032944,-78.905417
3/19/11,37-063-0015,3,7.575,ug/m3 LC,.,24,100,88502,Acceptable PM2.5 AQI & Speciation Mass,450,"Raleigh-Durham-Cary, NC",20500,"Durham, NC",37,North Carolina,63,Durham,36.032944,-78.905417
3/20/11,37-063-0015,3,6.166666667,ug/m3 LC,.,24,100,88502,Acceptable PM2.5 AQI & Speciation Mass,450,"Raleigh-Durham-Cary, NC",20500,"Durham, NC",37,North Carolina,63,Durham,36.032944,-78.905417
3/21/11,37-063-0015,3,9.225,ug/m3 LC,.,24,100,88502,Acceptable PM2.5 AQI & Speciation Mass,450,"Raleigh-Durham-Cary, NC",20500,"Durham, NC",37,North Carolina,63,Durham,36.032944,-78.905417
3/22/11,37-063-0015,3,11.16363636,ug/m3 LC,.,22,92,88502,Acceptable PM2.5 AQI & Speciation Mass,450,"Raleigh-Durham-Cary, NC",20500,"Durham, NC",37,North Carolina,63,Durham,36.032944,-78.905417
3/23/11,37-063-0015,3,9.745454545,ug/m3 LC,.,22,92,88502,Acceptable PM2.5 AQI & Speciation Mass,450,"Raleigh-Durham-Cary, NC",20500,"Durham, NC",37,North Carolina,63,Durham,36.032944,-78.905417
3/24/11,37-063-0015,3,3.9625,ug/m3 LC,.,24,100,88502,Acceptable PM2.5 AQI & Speciation Mass,450,"Raleigh-Durham-Cary, NC",20500,"Durham, NC",37,North Carolina,63,Durham,36.032944,-78.905417
3/25/11,37-063-0015,3,7.483333333,ug/m3 LC,.,24,100,88502,Acceptable PM2.5 AQI & Speciation Mass,450,"Raleigh-Durham-Cary, NC",20500,"Durham, NC",37,North Carolina,63,Durham,36.032944,-78.905417
3/26/11,37-063-0015,3,6.354166667,ug/m3 LC,.,24,100,88502,Acceptable PM2.5 AQI & Speciation Mass,450,"Raleigh-Durham-Cary, NC",20500,"Durham, NC",37,North Carolina,63,Durham,36.032944,-78.905417
3/27/11,37-063-0015,3,6.320833333,ug/m3 LC,.,24,100,88502,Acceptable PM2.5 AQI & Speciation Mass,450,"Raleigh-Durham-Cary, NC",20500,"Durham, NC",37,North Carolina,63,Durham,36.032944,-78.905417
3/28/11,37-063-0015,3,9.5625,ug/m3 LC,.,24,100,88502,Acceptable PM2.5 AQI & Speciation Mass,450,"Raleigh-Durham-Cary, NC",20500,"Durham, NC",37,North Carolina,63,Durham,36.032944,-78.905417
3/29/11,37-063-0015,3,11.50416667,ug/m3 LC,.,24,100,88502,Acceptable PM2.5 AQI & Speciation Mass,450,"Raleigh-Durham-Cary, NC",20500,"Durham, NC",37,North Carolina,63,Durham,36.032944,-78.905417
3/30/11,37-063-0015,3,5.7,ug/m3 LC,.,21,88,88502,Acceptable PM2.5 AQI & Speciation Mass,450,"Raleigh-Durham-Cary, NC",20500,"Durham, NC",37,North Carolina,63,Durham,36.032944,-78.905417
3/31/11,37-063-0015,3,2.891666667,ug/m3 LC,.,24,100,88502,Acceptable PM2.5 AQI & Speciation Mass,450,"Raleigh-Durham-Cary, NC",20500,"Durham, NC",37,North Carolina,63,Durham,36.032944,-78.905417
4/1/11,37-063-0015,3,9.195833333,ug/m3 LC,.,24,100,88502,Acceptable PM2.5 AQI & Speciation Mass,450,"Raleigh-Durham-Cary, NC",20500,"Durham, NC",37,North Carolina,63,Durham,36.032944,-78.905417
4/2/11,37-063-0015,3,7.733333333,ug/m3 LC,.,24,100,88502,Acceptable PM2.5 AQI & Speciation Mass,450,"Raleigh-Durham-Cary, NC",20500,"Durham, NC",37,North Carolina,63,Durham,36.032944,-78.905417
4/3/11,37-063-0015,3,5.570833333,ug/m3 LC,.,24,100,88502,Acceptable PM2.5 AQI & Speciation Mass,450,"Raleigh-Durham-Cary, NC",20500,"Durham, NC",37,North Carolina,63,Durham,36.032944,-78.905417
4/4/11,37-063-0015,3,7.454166667,ug/m3 LC,.,24,100,88502,Acceptable PM2.5 AQI & Speciation Mass,450,"Raleigh-Durham-Cary, NC",20500,"Durham, NC",37,North Carolina,63,Durham,36.032944,-78.905417
4/5/11,37-063-0015,3,3.566666667,ug/m3 LC,.,24,100,88502,Acceptable PM2.5 AQI & Speciation Mass,450,"Raleigh-Durham-Cary, NC",20500,"Durham, NC",37,North Carolina,63,Durham,36.032944,-78.905417
4/6/11,37-063-0015,3,5.520833333,ug/m3 LC,.,24,100,88502,Acceptable PM2.5 AQI & Speciation Mass,450,"Raleigh-Durham-Cary, NC",20500,"Durham, NC",37,North Carolina,63,Durham,36.032944,-78.905417
4/7/11,37-063-0015,3,7.783333333,ug/m3 LC,.,24,100,88502,Acceptable PM2.5 AQI & Speciation Mass,450,"Raleigh-Durham-Cary, NC",20500,"Durham, NC",37,North Carolina,63,Durham,36.032944,-78.905417
4/8/11,37-063-0015,3,16.52083333,ug/m3 LC,.,24,100,88502,Acceptable PM2.5 AQI & Speciation Mass,450,"Raleigh-Durham-Cary, NC",20500,"Durham, NC",37,North Carolina,63,Durham,36.032944,-78.905417
4/9/11,37-063-0015,3,7.883333333,ug/m3 LC,.,24,100,88502,Acceptable PM2.5 AQI & Speciation Mass,450,"Raleigh-Durham-Cary, NC",20500,"Durham, NC",37,North Carolina,63,Durham,36.032944,-78.905417
4/10/11,37-063-0015,3,5.645833333,ug/m3 LC,.,24,100,88502,Acceptable PM2.5 AQI & Speciation Mass,450,"Raleigh-Durham-Cary, NC",20500,"Durham, NC",37,North Carolina,63,Durham,36.032944,-78.905417
4/11/11,37-063-0015,3,12.15833333,ug/m3 LC,.,24,100,88502,Acceptable PM2.5 AQI & Speciation Mass,450,"Raleigh-Durham-Cary, NC",20500,"Durham, NC",37,North Carolina,63,Durham,36.032944,-78.905417
4/12/11,37-063-0015,3,6.129166667,ug/m3 LC,.,24,100,88502,Acceptable PM2.5 AQI & Speciation Mass,450,"Raleigh-Durham-Cary, NC",20500,"Durham, NC",37,North Carolina,63,Durham,36.032944,-78.905417
4/13/11,37-063-0015,3,4.266666667,ug/m3 LC,.,24,100,88502,Acceptable PM2.5 AQI & Speciation Mass,450,"Raleigh-Durham-Cary, NC",20500,"Durham, NC",37,North Carolina,63,Durham,36.032944,-78.905417
4/14/11,37-063-0015,3,9.8625,ug/m3 LC,.,24,100,88502,Acceptable PM2.5 AQI & Speciation Mass,450,"Raleigh-Durham-Cary, NC",20500,"Durham, NC",37,North Carolina,63,Durham,36.032944,-78.905417
4/15/11,37-063-0015,3,8.891666667,ug/m3 LC,.,24,100,88502,Acceptable PM2.5 AQI & Speciation Mass,450,"Raleigh-Durham-Cary, NC",20500,"Durham, NC",37,North Carolina,63,Durham,36.032944,-78.905417
4/16/11,37-063-0015,3,4.9875,ug/m3 LC,.,24,100,88502,Acceptable PM2.5 AQI & Speciation Mass,450,"Raleigh-Durham-Cary, NC",20500,"Durham, NC",37,North Carolina,63,Durham,36.032944,-78.905417
4/17/11,37-063-0015,3,4.983333333,ug/m3 LC,.,24,100,88502,Acceptable PM2.5 AQI & Speciation Mass,450,"Raleigh-Durham-Cary, NC",20500,"Durham, NC",37,North Carolina,63,Durham,36.032944,-78.905417
4/18/11,37-063-0015,3,9.775,ug/m3 LC,.,24,100,88502,Acceptable PM2.5 AQI & Speciation Mass,450,"Raleigh-Durham-Cary, NC",20500,"Durham, NC",37,North Carolina,63,Durham,36.032944,-78.905417
4/19/11,37-063-0015,3,15.72916667,ug/m3 LC,.,24,100,88502,Acceptable PM2.5 AQI & Speciation Mass,450,"Raleigh-Durham-Cary, NC",20500,"Durham, NC",37,North Carolina,63,Durham,36.032944,-78.905417
4/20/11,37-063-0015,3,11,ug/m3 LC,.,22,92,88502,Acceptable PM2.5 AQI & Speciation Mass,450,"Raleigh-Durham-Cary, NC",20500,"Durham, NC",37,North Carolina,63,Durham,36.032944,-78.905417
4/21/11,37-063-0015,3,8.641666667,ug/m3 LC,.,24,100,88502,Acceptable PM2.5 AQI & Speciation Mass,450,"Raleigh-Durham-Cary, NC",20500,"Durham, NC",37,North Carolina,63,Durham,36.032944,-78.905417
4/22/11,37-063-0015,3,5.8625,ug/m3 LC,.,24,100,88502,Acceptable PM2.5 AQI & Speciation Mass,450,"Raleigh-Durham-Cary, NC",20500,"Durham, NC",37,North Carolina,63,Durham,36.032944,-78.905417
4/23/11,37-063-0015,3,8.85,ug/m3 LC,.,24,100,88502,Acceptable PM2.5 AQI & Speciation Mass,450,"Raleigh-Durham-Cary, NC",20500,"Durham, NC",37,North Carolina,63,Durham,36.032944,-78.905417
4/24/11,37-063-0015,3,12.40833333,ug/m3 LC,.,24,100,88502,Acceptable PM2.5 AQI & Speciation Mass,450,"Raleigh-Durham-Cary, NC",20500,"Durham, NC",37,North Carolina,63,Durham,36.032944,-78.905417
4/25/11,37-063-0015,3,10.1125,ug/m3 LC,.,24,100,88502,Acceptable PM2.5 AQI & Speciation Mass,450,"Raleigh-Durham-Cary, NC",20500,"Durham, NC",37,North Carolina,63,Durham,36.032944,-78.905417
4/26/11,37-063-0015,3,4.220833333,ug/m3 LC,.,24,100,88502,Acceptable PM2.5 AQI & Speciation Mass,450,"Raleigh-Durham-Cary, NC",20500,"Durham, NC",37,North Carolina,63,Durham,36.032944,-78.905417
4/27/11,37-063-0015,3,5.514285714,ug/m3 LC,.,21,88,88502,Acceptable PM2.5 AQI & Speciation Mass,450,"Raleigh-Durham-Cary, NC",20500,"Durham, NC",37,North Carolina,63,Durham,36.032944,-78.905417
4/28/11,37-063-0015,3,6.6375,ug/m3 LC,.,24,100,88502,Acceptable PM2.5 AQI & Speciation Mass,450,"Raleigh-Durham-Cary, NC",20500,"Durham, NC",37,North Carolina,63,Durham,36.032944,-78.905417
4/29/11,37-063-0015,3,5.904166667,ug/m3 LC,.,24,100,88502,Acceptable PM2.5 AQI & Speciation Mass,450,"Raleigh-Durham-Cary, NC",20500,"Durham, NC",37,North Carolina,63,Durham,36.032944,-78.905417
4/30/11,37-063-0015,3,7.429166667,ug/m3 LC,.,24,100,88502,Acceptable PM2.5 AQI & Speciation Mass,450,"Raleigh-Durham-Cary, NC",20500,"Durham, NC",37,North Carolina,63,Durham,36.032944,-78.905417
5/1/11,37-063-0015,3,9.325,ug/m3 LC,.,24,100,88502,Acceptable PM2.5 AQI & Speciation Mass,450,"Raleigh-Durham-Cary, NC",20500,"Durham, NC",37,North Carolina,63,Durham,36.032944,-78.905417
5/2/11,37-063-0015,3,9.129166667,ug/m3 LC,.,24,100,88502,Acceptable PM2.5 AQI & Speciation Mass,450,"Raleigh-Durham-Cary, NC",20500,"Durham, NC",37,North Carolina,63,Durham,36.032944,-78.905417
5/3/11,37-063-0015,3,8.104166667,ug/m3 LC,.,24,100,88502,Acceptable PM2.5 AQI & Speciation Mass,450,"Raleigh-Durham-Cary, NC",20500,"Durham, NC",37,North Carolina,63,Durham,36.032944,-78.905417
5/4/11,37-063-0015,3,3.45,ug/m3 LC,.,24,100,88502,Acceptable PM2.5 AQI & Speciation Mass,450,"Raleigh-Durham-Cary, NC",20500,"Durham, NC",37,North Carolina,63,Durham,36.032944,-78.905417
5/5/11,37-063-0015,3,5.541666667,ug/m3 LC,.,24,100,88502,Acceptable PM2.5 AQI & Speciation Mass,450,"Raleigh-Durham-Cary, NC",20500,"Durham, NC",37,North Carolina,63,Durham,36.032944,-78.905417
5/6/11,37-063-0015,3,9.116666667,ug/m3 LC,.,24,100,88502,Acceptable PM2.5 AQI & Speciation Mass,450,"Raleigh-Durham-Cary, NC",20500,"Durham, NC",37,North Carolina,63,Durham,36.032944,-78.905417
5/7/11,37-063-0015,3,8.679166667,ug/m3 LC,.,24,100,88502,Acceptable PM2.5 AQI & Speciation Mass,450,"Raleigh-Durham-Cary, NC",20500,"Durham, NC",37,North Carolina,63,Durham,36.032944,-78.905417
5/8/11,37-063-0015,3,7.570833333,ug/m3 LC,.,24,100,88502,Acceptable PM2.5 AQI & Speciation Mass,450,"Raleigh-Durham-Cary, NC",20500,"Durham, NC",37,North Carolina,63,Durham,36.032944,-78.905417
5/9/11,37-063-0015,3,8.645833333,ug/m3 LC,.,24,100,88502,Acceptable PM2.5 AQI & Speciation Mass,450,"Raleigh-Durham-Cary, NC",20500,"Durham, NC",37,North Carolina,63,Durham,36.032944,-78.905417
5/10/11,37-063-0015,3,11.79166667,ug/m3 LC,.,24,100,88502,Acceptable PM2.5 AQI & Speciation Mass,450,"Raleigh-Durham-Cary, NC",20500,"Durham, NC",37,North Carolina,63,Durham,36.032944,-78.905417
5/11/11,37-063-0015,3,16.47916667,ug/m3 LC,.,24,100,88502,Acceptable PM2.5 AQI & Speciation Mass,450,"Raleigh-Durham-Cary, NC",20500,"Durham, NC",37,North Carolina,63,Durham,36.032944,-78.905417
5/12/11,37-063-0015,3,16.37083333,ug/m3 LC,.,24,100,88502,Acceptable PM2.5 AQI & Speciation Mass,450,"Raleigh-Durham-Cary, NC",20500,"Durham, NC",37,North Carolina,63,Durham,36.032944,-78.905417
5/13/11,37-063-0015,3,11.47083333,ug/m3 LC,.,24,100,88502,Acceptable PM2.5 AQI & Speciation Mass,450,"Raleigh-Durham-Cary, NC",20500,"Durham, NC",37,North Carolina,63,Durham,36.032944,-78.905417
5/14/11,37-063-0015,3,9.3875,ug/m3 LC,.,24,100,88502,Acceptable PM2.5 AQI & Speciation Mass,450,"Raleigh-Durham-Cary, NC",20500,"Durham, NC",37,North Carolina,63,Durham,36.032944,-78.905417
5/15/11,37-063-0015,3,5.691666667,ug/m3 LC,.,24,100,88502,Acceptable PM2.5 AQI & Speciation Mass,450,"Raleigh-Durham-Cary, NC",20500,"Durham, NC",37,North Carolina,63,Durham,36.032944,-78.905417
5/16/11,37-063-0015,3,4.429166667,ug/m3 LC,.,24,100,88502,Acceptable PM2.5 AQI & Speciation Mass,450,"Raleigh-Durham-Cary, NC",20500,"Durham, NC",37,North Carolina,63,Durham,36.032944,-78.905417
5/17/11,37-063-0015,3,5.366666667,ug/m3 LC,.,24,100,88502,Acceptable PM2.5 AQI & Speciation Mass,450,"Raleigh-Durham-Cary, NC",20500,"Durham, NC",37,North Carolina,63,Durham,36.032944,-78.905417
5/18/11,37-063-0015,3,5.170833333,ug/m3 LC,.,24,100,88502,Acceptable PM2.5 AQI & Speciation Mass,450,"Raleigh-Durham-Cary, NC",20500,"Durham, NC",37,North Carolina,63,Durham,36.032944,-78.905417
5/21/11,37-063-0015,3,9.9375,ug/m3 LC,.,24,100,88502,Acceptable PM2.5 AQI & Speciation Mass,450,"Raleigh-Durham-Cary, NC",20500,"Durham, NC",37,North Carolina,63,Durham,36.032944,-78.905417
5/22/11,37-063-0015,3,13.2625,ug/m3 LC,.,24,100,88502,Acceptable PM2.5 AQI & Speciation Mass,450,"Raleigh-Durham-Cary, NC",20500,"Durham, NC",37,North Carolina,63,Durham,36.032944,-78.905417
5/23/11,37-063-0015,3,14.3875,ug/m3 LC,.,24,100,88502,Acceptable PM2.5 AQI & Speciation Mass,450,"Raleigh-Durham-Cary, NC",20500,"Durham, NC",37,North Carolina,63,Durham,36.032944,-78.905417
5/24/11,37-063-0015,3,10.94166667,ug/m3 LC,.,24,100,88502,Acceptable PM2.5 AQI & Speciation Mass,450,"Raleigh-Durham-Cary, NC",20500,"Durham, NC",37,North Carolina,63,Durham,36.032944,-78.905417
5/25/11,37-063-0015,3,8.961904762,ug/m3 LC,.,21,88,88502,Acceptable PM2.5 AQI & Speciation Mass,450,"Raleigh-Durham-Cary, NC",20500,"Durham, NC",37,North Carolina,63,Durham,36.032944,-78.905417
5/26/11,37-063-0015,3,16.26666667,ug/m3 LC,.,24,100,88502,Acceptable PM2.5 AQI & Speciation Mass,450,"Raleigh-Durham-Cary, NC",20500,"Durham, NC",37,North Carolina,63,Durham,36.032944,-78.905417
5/27/11,37-063-0015,3,3.995238095,ug/m3 LC,.,21,88,88502,Acceptable PM2.5 AQI & Speciation Mass,450,"Raleigh-Durham-Cary, NC",20500,"Durham, NC",37,North Carolina,63,Durham,36.032944,-78.905417
5/28/11,37-063-0015,3,6.579166667,ug/m3 LC,.,24,100,88502,Acceptable PM2.5 AQI & Speciation Mass,450,"Raleigh-Durham-Cary, NC",20500,"Durham, NC",37,North Carolina,63,Durham,36.032944,-78.905417
5/29/11,37-063-0015,3,11.26666667,ug/m3 LC,.,24,100,88502,Acceptable PM2.5 AQI & Speciation Mass,450,"Raleigh-Durham-Cary, NC",20500,"Durham, NC",37,North Carolina,63,Durham,36.032944,-78.905417
5/30/11,37-063-0015,3,13.23333333,ug/m3 LC,.,24,100,88502,Acceptable PM2.5 AQI & Speciation Mass,450,"Raleigh-Durham-Cary, NC",20500,"Durham, NC",37,North Carolina,63,Durham,36.032944,-78.905417
5/31/11,37-063-0015,3,19.67916667,ug/m3 LC,.,24,100,88502,Acceptable PM2.5 AQI & Speciation Mass,450,"Raleigh-Durham-Cary, NC",20500,"Durham, NC",37,North Carolina,63,Durham,36.032944,-78.905417
6/1/11,37-063-0015,3,28.65,ug/m3 LC,.,24,100,88502,Acceptable PM2.5 AQI & Speciation Mass,450,"Raleigh-Durham-Cary, NC",20500,"Durham, NC",37,North Carolina,63,Durham,36.032944,-78.905417
