model_yr,mfr_name,division,carline,mfr_code,model_type_index,engine_displacement,no_cylinders,transmission_speed,city_mpg,hwy_mpg,comb_mpg,guzzler,air_aspir_method,air_aspir_method_desc,transmission,transmission_desc,no_gears,trans_lockup,trans_creeper_gear,drive_sys,drive_desc,fuel_usage,fuel_usage_desc,class,car_truck,release_date,fuel_cell
2012,Honda,Honda,ACCORD 2DR COUPE,HNX,17,2.4,4,Manual(M5),23,32,26,N,NA,Naturally Aspirated,M,Manual,5,N,N,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),Compact Cars,car,8/17/11,N
2012,Honda,Honda,ACCORD 2DR COUPE,HNX,26,3.5,6,Auto(S5),19,29,23,N,NA,Naturally Aspirated,SA,Semi-Automatic,5,Y,N,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),Compact Cars,car,8/17/11,N
2012,Honda,Honda,ACCORD 2DR COUPE,HNX,23,3.5,6,Manual(M6),17,26,21,N,NA,Naturally Aspirated,M,Manual,6,N,N,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),Compact Cars,car,8/17/11,N
2012,Honda,Honda,CIVIC,HNX,12,1.8,4,Auto(A5),28,39,32,N,NA,Naturally Aspirated,A,Automatic,5,Y,N,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),Compact Cars,car,4/20/11,N
2012,Honda,Honda,CIVIC,HNX,11,1.8,4,Manual(M5),28,36,31,N,NA,Naturally Aspirated,M,Manual,5,N,N,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),Compact Cars,car,4/20/11,N
2012,Honda,Honda,CIVIC,HNX,14,2.4,4,Manual(M6),22,31,25,N,NA,Naturally Aspirated,M,Manual,6,N,N,F,"2-Wheel Drive, Front",GP,Gasoline (Premium Unleaded Recommended),Compact Cars,car,5/23/11,N
2012,Honda,Honda,CIVIC HF,HNX,13,1.8,4,Auto(A5),29,41,33,N,NA,Naturally Aspirated,A,Automatic,5,Y,N,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),Compact Cars,car,4/20/11,N
2012,Honda,Honda,CIVIC HYBRID,HNX,2,1.5,4,Auto(AV),44,44,44,N,NA,Naturally Aspirated,CVT,Continuously Variable,1,Y,N,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),Compact Cars,car,4/20/11,N
2012,Honda,Honda,INSIGHT,HNX,3,1.3,4,Auto(AV),41,44,42,N,NA,Naturally Aspirated,CVT,Continuously Variable,1,Y,N,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),Compact Cars,car,9/29/11,N
2012,Honda,Honda,INSIGHT,HNX,4,1.3,4,Auto(AV-S7),41,44,42,N,NA,Naturally Aspirated,SCV,Selectable Continuously Variable (e.g. CVT with paddles),7,Y,N,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),Compact Cars,car,9/29/11,N
2012,Hyundai,HYUNDAI MOTOR COMPANY,ACCENT,HYX,3,1.6,4,Auto(A6),30,40,33,N,NA,Naturally Aspirated,A,Automatic,6,Y,N,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),Compact Cars,car,3/18/11,N
2012,Hyundai,HYUNDAI MOTOR COMPANY,ACCENT,HYX,4,1.6,4,Manual(M6),30,40,34,N,NA,Naturally Aspirated,M,Manual,6,N,N,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),Compact Cars,car,3/18/11,N
2012,Hyundai,HYUNDAI MOTOR COMPANY,VELOSTER,HYX,33,1.6,4,Auto(AM6),29,38,32,N,NA,Naturally Aspirated,AM,Automated Manual,6,Y,N,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),Compact Cars,car,8/20/11,
2012,Hyundai,HYUNDAI MOTOR COMPANY,VELOSTER,HYX,32,1.6,4,Manual(M6),28,40,32,N,NA,Naturally Aspirated,M,Manual,6,N,N,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),Compact Cars,car,8/17/11,
2012,Kia,KIA MOTORS CORPORATION,FORTE KOUP,KMX,22,2,4,Auto(A6),25,34,29,N,NA,Naturally Aspirated,A,Automatic,6,Y,N,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),Compact Cars,car,7/13/11,
2012,Kia,KIA MOTORS CORPORATION,FORTE KOUP,KMX,23,2,4,Manual(M6),24,33,28,N,NA,Naturally Aspirated,M,Manual,6,N,N,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),Compact Cars,car,7/13/11,
2012,Kia,KIA MOTORS CORPORATION,FORTE KOUP,KMX,24,2.4,4,Auto(A6),23,31,26,N,NA,Naturally Aspirated,A,Automatic,6,Y,N,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),Compact Cars,car,7/13/11,
2012,Kia,KIA MOTORS CORPORATION,FORTE KOUP,KMX,25,2.4,4,Manual(M6),22,32,26,N,NA,Naturally Aspirated,M,Manual,6,N,N,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),Compact Cars,car,7/13/11,
2012,Kia,KIA MOTORS CORPORATION,RIO,KMX,32,1.6,4,Auto(A6),30,40,33,N,NA,Naturally Aspirated,A,Automatic,6,Y,N,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),Compact Cars,car,10/17/11,
2012,Kia,KIA MOTORS CORPORATION,RIO,KMX,33,1.6,4,Manual(M6),30,40,34,N,NA,Naturally Aspirated,M,Manual,6,N,N,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),Compact Cars,car,12/20/11,
2012,Toyota,LEXUS,CT 200h,TYX,12,1.8,4,Auto(AV),43,40,42,N,NA,Naturally Aspirated,CVT,Continuously Variable,1,N,N,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),Compact Cars,car,9/1/11,N
2012,Toyota,LEXUS,HS 250h,TYX,21,2.4,4,Auto(AV),35,34,35,N,NA,Naturally Aspirated,CVT,Continuously Variable,1,N,N,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),Compact Cars,car,10/1/11,N
2012,MAZDA,MAZDA,MAZDA2,TKX,17,1.5,4,Auto(A4),28,34,30,N,NA,Naturally Aspirated,A,Automatic,4,Y,N,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),Compact Cars,car,9/11/11,
2012,MAZDA,MAZDA,MAZDA2,TKX,16,1.5,4,Manual(M5),29,35,32,N,NA,Naturally Aspirated,M,Manual,5,N,N,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),Compact Cars,car,9/11/11,
2012,MAZDA,MAZDA,MAZDA3,TKX,11,2,4,Auto(S5),24,33,27,N,NA,Naturally Aspirated,SA,Semi-Automatic,5,Y,N,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),Compact Cars,car,8/15/11,
2012,MAZDA,MAZDA,MAZDA3,TKX,10,2,4,Manual(M5),25,33,28,N,NA,Naturally Aspirated,M,Manual,5,N,N,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),Compact Cars,car,8/15/11,
2012,MAZDA,MAZDA,MAZDA3,TKX,13,2.5,4,Auto(S5),22,29,25,N,NA,Naturally Aspirated,SA,Semi-Automatic,5,Y,N,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),Compact Cars,car,7/12/11,
2012,MAZDA,MAZDA,MAZDA3,TKX,12,2.5,4,Manual(M6),20,28,23,N,NA,Naturally Aspirated,M,Manual,6,N,N,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),Compact Cars,car,7/12/11,
2012,MAZDA,MAZDA,MAZDA3 DI 4-Door,TKX,19,2,4,Auto(S6),28,40,33,N,NA,Naturally Aspirated,SA,Semi-Automatic,6,Y,N,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),Compact Cars,car,9/26/11,
2012,MAZDA,MAZDA,MAZDA3 DI 4-Door,TKX,18,2,4,Manual(M6),27,39,31,N,NA,Naturally Aspirated,M,Manual,6,N,N,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),Compact Cars,car,9/26/11,
2012,Mercedes-Benz,Mercedes-Benz,C 250,MBX,101,1.8,4,Auto(A7),21,31,25,N,TC,Turbocharged,A,Automatic,7,Y,N,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),Compact Cars,car,10/10/11,
2012,Mercedes-Benz,Mercedes-Benz,C 300 4MATIC,MBX,25,3,6,Auto(A7),17,24,20,N,NA,Naturally Aspirated,A,Automatic,7,Y,N,4,4-Wheel Drive,GPR,Gasoline (Premium Unleaded Required),Compact Cars,car,8/1/11,
2012,Mercedes-Benz,Mercedes-Benz,C 300 4MATIC,MBX,26,3,6,Auto(A7),18,25,20,N,NA,Naturally Aspirated,A,Automatic,7,Y,N,4,4-Wheel Drive,GPR,Gasoline (Premium Unleaded Required),Compact Cars,car,8/9/11,
2012,Mercedes-Benz,Mercedes-Benz,C 350,MBX,103,3.5,6,Auto(A7),20,29,23,N,NA,Naturally Aspirated,A,Automatic,7,Y,N,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),Compact Cars,car,8/24/11,
2012,Mercedes-Benz,Mercedes-Benz,C 350,MBX,103,3.5,6,Auto(A7),20,29,23,N,NA,Naturally Aspirated,A,Automatic,7,Y,N,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),Compact Cars,car,8/24/11,
2012,Mercedes-Benz,Mercedes-Benz,C 350,MBX,817,3.5,6,Auto(A7),19,29,23,N,NA,Naturally Aspirated,A,Automatic,7,Y,N,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),Compact Cars,car,2/14/12,
2012,Mercedes-Benz,Mercedes-Benz,C 63 AMG,MBX,108,6.2,8,Auto(A7),13,19,15,Y,NA,Naturally Aspirated,A,Automatic,7,Y,N,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),Compact Cars,car,8/15/11,
2012,Mercedes-Benz,Mercedes-Benz,CL 550 4MATIC,MBX,213,4.7,8,Auto(A7),15,24,18,N,TC,Turbocharged,A,Automatic,7,Y,N,4,4-Wheel Drive,GPR,Gasoline (Premium Unleaded Required),Compact Cars,car,7/20/11,
2012,Mercedes-Benz,Mercedes-Benz,CL 600,MBX,214,5.5,12,Auto(A5),12,18,14,Y,TC,Turbocharged,A,Automatic,5,Y,N,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),Compact Cars,car,7/15/11,
2012,Mercedes-Benz,Mercedes-Benz,CL 63 AMG,MBX,215,5.5,8,Auto(A7),15,22,18,N,TC,Turbocharged,A,Automatic,7,Y,N,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),Compact Cars,car,7/1/11,
2012,Mercedes-Benz,Mercedes-Benz,CL 65 AMG,MBX,218,6,12,Auto(A5),12,18,14,Y,TC,Turbocharged,A,Automatic,5,Y,N,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),Compact Cars,car,7/15/11,
2012,Mercedes-Benz,Mercedes-Benz,CLS 550,MBX,319,4.7,8,Auto(A7),17,25,20,N,TC,Turbocharged,A,Automatic,7,Y,N,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),Compact Cars,car,6/2/11,
2012,Mercedes-Benz,Mercedes-Benz,CLS 550 4MATIC,MBX,320,4.7,8,Auto(A7),16,25,19,N,TC,Turbocharged,A,Automatic,7,Y,N,4,4-Wheel Drive,GPR,Gasoline (Premium Unleaded Required),Compact Cars,car,8/10/11,
2012,Mercedes-Benz,Mercedes-Benz,CLS 63 AMG,MBX,321,5.5,8,Auto(A7),16,25,19,N,TC,Turbocharged,A,Automatic,7,Y,N,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),Compact Cars,car,6/2/11,
2012,BMW,Mini,Mini Cooper Countryman,BMX,30,1.6,4,Auto(S6),25,30,27,N,NA,Naturally Aspirated,SA,Semi-Automatic,6,Y,N,F,"2-Wheel Drive, Front",GP,Gasoline (Premium Unleaded Recommended),Compact Cars,car,8/29/11,
2012,BMW,Mini,Mini Cooper Countryman,BMX,31,1.6,4,Manual(M6),27,35,30,N,NA,Naturally Aspirated,M,Manual,6,N,N,F,"2-Wheel Drive, Front",GP,Gasoline (Premium Unleaded Recommended),Compact Cars,car,8/29/11,
2012,BMW,Mini,Mini Cooper S Countryman,BMX,34,1.6,4,Auto(S6),25,32,28,N,TC,Turbocharged,SA,Semi-Automatic,6,Y,N,F,"2-Wheel Drive, Front",GP,Gasoline (Premium Unleaded Recommended),Compact Cars,car,8/29/11,
2012,BMW,Mini,Mini Cooper S Countryman,BMX,35,1.6,4,Manual(M6),26,32,29,N,TC,Turbocharged,M,Manual,6,N,N,F,"2-Wheel Drive, Front",GP,Gasoline (Premium Unleaded Recommended),Compact Cars,car,8/29/11,
2012,BMW,Mini,Mini Cooper S Countryman All4,BMX,36,1.6,4,Auto(S6),23,30,26,N,TC,Turbocharged,SA,Semi-Automatic,6,Y,N,A,All Wheel Drive,GP,Gasoline (Premium Unleaded Recommended),Compact Cars,car,8/29/11,
2012,BMW,Mini,Mini Cooper S Countryman All4,BMX,37,1.6,4,Manual(M6),25,31,28,N,TC,Turbocharged,M,Manual,6,N,N,A,All Wheel Drive,GP,Gasoline (Premium Unleaded Recommended),Compact Cars,car,8/29/11,
2012,Mitsubishi Motors Co,Mitsubishi Motors Corporation,LANCER,MTX,115,2,4,Auto(AM6),18,25,20,N,TC,Turbocharged,AM,Automated Manual,6,Y,N,A,All Wheel Drive,GPR,Gasoline (Premium Unleaded Required),Compact Cars,car,10/5/11,
2012,Mitsubishi Motors Co,Mitsubishi Motors Corporation,LANCER,MTX,112,2,4,Auto(AV-S6),26,34,29,N,NA,Naturally Aspirated,SCV,Selectable Continuously Variable (e.g. CVT with paddles),6,N,N,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),Compact Cars,car,10/5/11,
2012,Mitsubishi Motors Co,Mitsubishi Motors Corporation,LANCER,MTX,111,2,4,Manual(M5),25,34,28,N,NA,Naturally Aspirated,M,Manual,5,N,N,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),Compact Cars,car,10/5/11,
2012,Mitsubishi Motors Co,Mitsubishi Motors Corporation,LANCER,MTX,114,2.4,4,Auto(AV-S6),23,30,26,N,NA,Naturally Aspirated,SCV,Selectable Continuously Variable (e.g. CVT with paddles),6,N,N,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),Compact Cars,car,10/5/11,
2012,Mitsubishi Motors Co,Mitsubishi Motors Corporation,LANCER,MTX,113,2.4,4,Manual(M5),22,31,26,N,NA,Naturally Aspirated,M,Manual,5,N,N,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),Compact Cars,car,10/5/11,
2012,Mitsubishi Motors Co,Mitsubishi Motors Corporation,LANCER AWD,MTX,116,2.4,4,Auto(AV-S6),22,29,25,N,NA,Naturally Aspirated,SCV,Selectable Continuously Variable (e.g. CVT with paddles),6,N,N,A,All Wheel Drive,G,Gasoline (Regular Unleaded Recommended),Compact Cars,car,10/5/11,
2012,Mitsubishi Motors Co,Mitsubishi Motors Corporation,LANCER EVOLUTION,MTX,132,2,4,Auto(AM6),17,22,19,N,TC,Turbocharged,AM,Automated Manual,6,Y,N,A,All Wheel Drive,GPR,Gasoline (Premium Unleaded Required),Compact Cars,car,10/5/11,
2012,Mitsubishi Motors Co,Mitsubishi Motors Corporation,LANCER EVOLUTION,MTX,131,2,4,Manual(M5),17,23,19,N,TC,Turbocharged,M,Manual,5,N,N,A,All Wheel Drive,GPR,Gasoline (Premium Unleaded Required),Compact Cars,car,10/5/11,
2012,Nissan,NISSAN,VERSA,NSX,101,1.6,4,Auto(AV),30,38,33,N,NA,Naturally Aspirated,CVT,Continuously Variable,1,Y,N,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),Compact Cars,car,8/5/11,
2012,Nissan,NISSAN,VERSA,NSX,102,1.6,4,Manual(M5),27,36,30,N,NA,Naturally Aspirated,M,Manual,5,N,N,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),Compact Cars,car,8/5/11,
2012,Nissan,NISSAN,VERSA,NSX,2,1.8,4,Auto(A4),24,32,27,N,NA,Naturally Aspirated,A,Automatic,4,Y,N,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),Compact Cars,car,7/17/11,
2012,Nissan,NISSAN,VERSA,NSX,1,1.8,4,Auto(AV),28,34,30,N,NA,Naturally Aspirated,CVT,Continuously Variable,1,Y,N,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),Compact Cars,car,7/17/11,
2012,Nissan,NISSAN,VERSA,NSX,3,1.8,4,Manual(M6),26,31,28,N,NA,Naturally Aspirated,M,Manual,6,N,N,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),Compact Cars,car,7/17/11,
2012,Rolls-Royce,Rolls-Royce Motor Cars Limited,Phantom Coupe,RRG,4,6.7,12,Auto(S6),11,18,14,Y,NA,Naturally Aspirated,SA,Semi-Automatic,6,Y,N,R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),Compact Cars,car,8/29/11,
2012,Rolls-Royce,Rolls-Royce Motor Cars Limited,Phantom Drophead Coupe,RRG,3,6.7,12,Auto(S6),11,18,14,Y,NA,Naturally Aspirated,SA,Semi-Automatic,6,Y,N,R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),Compact Cars,car,8/29/11,
2012,Saab Cars North America,Saab,9-3 CONVERTIBLE,SAX,72,2,4,Auto(S6),18,28,22,N,TC,Turbocharged,SA,Semi-Automatic,6,Y,N,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),Compact Cars,car,9/6/11,
2012,Saab Cars North America,Saab,9-3 CONVERTIBLE,SAX,73,2,4,Manual(M6),20,33,25,N,TC,Turbocharged,M,Manual,6,Y,N,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),Compact Cars,car,9/6/11,
2012,Saab Cars North America,Saab,9-3 SEDAN AWD,SAX,68,2,4,Auto(S6),18,29,22,N,TC,Turbocharged,SA,Semi-Automatic,6,Y,N,A,All Wheel Drive,G,Gasoline (Regular Unleaded Recommended),Compact Cars,car,5/11/11,
2012,Saab Cars North America,Saab,9-3 SEDAN AWD,SAX,69,2,4,Manual(M6),20,30,24,N,TC,Turbocharged,M,Manual,6,Y,N,A,All Wheel Drive,G,Gasoline (Regular Unleaded Recommended),Compact Cars,car,5/11/11,
2012,Saab Cars North America,Saab,9-3 SPORT SEDAN,SAX,64,2,4,Auto(S6),19,29,23,N,TC,Turbocharged,SA,Semi-Automatic,6,Y,N,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),Compact Cars,car,9/6/11,
2012,Saab Cars North America,Saab,9-3 SPORT SEDAN,SAX,65,2,4,Manual(M6),20,33,25,N,TC,Turbocharged,M,Manual,6,Y,N,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),Compact Cars,car,9/6/11,
2012,Toyota,SCION,tC,TYX,9,2.5,4,Auto(S6),23,31,26,N,NA,Naturally Aspirated,SA,Semi-Automatic,6,Y,N,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),Compact Cars,car,5/25/11,
2012,Toyota,SCION,tC,TYX,8,2.5,4,Manual(M6),23,31,26,N,NA,Naturally Aspirated,M,Manual,6,N,N,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),Compact Cars,car,5/25/11,
2012,Subaru,Subaru,IMPREZA AWD,FJX,3,2,4,Auto(AV),27,36,30,N,NA,Naturally Aspirated,CVT,Continuously Variable,1,Y,N,A,All Wheel Drive,G,Gasoline (Regular Unleaded Recommended),Compact Cars,car,7/11/11,
2012,Subaru,Subaru,IMPREZA AWD,FJX,1,2,4,Manual(M5),25,34,28,N,NA,Naturally Aspirated,M,Manual,5,N,N,A,All Wheel Drive,G,Gasoline (Regular Unleaded Recommended),Compact Cars,car,7/11/11,
2012,Subaru,Subaru,IMPREZA AWD,FJX,12,2.5,4,Manual(M5),19,25,21,N,TC,Turbocharged,M,Manual,5,N,N,A,All Wheel Drive,GP,Gasoline (Premium Unleaded Recommended),Compact Cars,car,7/5/11,
2012,Subaru,Subaru,IMPREZA AWD,FJX,14,2.5,4,Manual(M6),17,23,19,N,TC,Turbocharged,M,Manual,6,N,N,A,All Wheel Drive,GP,Gasoline (Premium Unleaded Recommended),Compact Cars,car,7/5/11,
2012,Suzuki,Suzuki,KIZASHI,SKX,62,2.4,4,Auto(AV),23,30,26,N,NA,Naturally Aspirated,CVT,Continuously Variable,1,Y,N,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),Compact Cars,car,8/10/11,
2012,Suzuki,Suzuki,KIZASHI,SKX,64,2.4,4,Manual(M6),20,29,24,N,NA,Naturally Aspirated,M,Manual,6,N,N,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),Compact Cars,car,8/10/11,
2012,Suzuki,Suzuki,KIZASHI AWD,SKX,66,2.4,4,Auto(AV),22,29,25,N,NA,Naturally Aspirated,CVT,Continuously Variable,1,Y,N,A,All Wheel Drive,G,Gasoline (Regular Unleaded Recommended),Compact Cars,car,8/10/11,
2012,Suzuki,Suzuki,KIZASHI S,SKX,61,2.4,4,Auto(AV),23,31,26,N,NA,Naturally Aspirated,CVT,Continuously Variable,1,Y,N,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),Compact Cars,car,8/10/11,
2012,Suzuki,Suzuki,KIZASHI S,SKX,63,2.4,4,Manual(M6),21,31,25,N,NA,Naturally Aspirated,M,Manual,6,N,N,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),Compact Cars,car,8/10/11,
2012,Suzuki,Suzuki,KIZASHI S AWD,SKX,65,2.4,4,Auto(AV),23,30,25,N,NA,Naturally Aspirated,CVT,Continuously Variable,1,Y,N,A,All Wheel Drive,G,Gasoline (Regular Unleaded Recommended),Compact Cars,car,8/10/11,
2012,Suzuki,Suzuki,SX4 SEDAN,SKX,54,2,4,Auto(AV),25,32,28,N,NA,Naturally Aspirated,CVT,Continuously Variable,1,Y,N,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),Compact Cars,car,8/10/11,
2012,Suzuki,Suzuki,SX4 SEDAN,SKX,53,2,4,Manual(M6),23,33,26,N,NA,Naturally Aspirated,M,Manual,6,N,N,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),Compact Cars,car,8/10/11,
2012,Suzuki,Suzuki,SX4 Sport,SKX,58,2,4,Auto(AV),23,30,26,N,NA,Naturally Aspirated,CVT,Continuously Variable,1,Y,N,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),Compact Cars,car,8/10/11,
2012,Suzuki,Suzuki,SX4 Sport,SKX,57,2,4,Manual(M6),23,32,26,N,NA,Naturally Aspirated,M,Manual,6,N,N,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),Compact Cars,car,8/10/11,
2012,Toyota,TOYOTA,COROLLA,TYX,68,1.8,4,Auto(A4),26,34,29,N,NA,Naturally Aspirated,A,Automatic,4,Y,N,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),Compact Cars,car,12/8/11,
2012,Toyota,TOYOTA,COROLLA,TYX,69,1.8,4,Manual(M5),27,34,30,N,NA,Naturally Aspirated,M,Manual,5,N,N,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),Compact Cars,car,12/8/11,
2012,Toyota,TOYOTA,PRIUS c,TYX,84,1.5,4,Auto(AV),53,46,50,N,NA,Naturally Aspirated,CVT,Continuously Variable,1,N,N,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),Compact Cars,car,1/16/12,N
2012,Toyota,TOYOTA,YARIS,TYX,4,1.5,4,Auto(A4),30,35,32,N,NA,Naturally Aspirated,A,Automatic,4,Y,N,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),Compact Cars,car,8/20/11,
2012,Toyota,TOYOTA,YARIS,TYX,5,1.5,4,Manual(M5),30,38,33,N,NA,Naturally Aspirated,M,Manual,5,N,N,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),Compact Cars,car,8/20/11,
2012,Audi,Volkswagen,CC,ADX,3,2,4,Auto(S6),22,31,25,N,TC,Turbocharged,SA,Semi-Automatic,6,N,N,F,"2-Wheel Drive, Front",GP,Gasoline (Premium Unleaded Recommended),Compact Cars,car,1/21/11,N
2012,Audi,Volkswagen,CC,ADX,4,2,4,Manual(M6),21,31,24,N,TC,Turbocharged,M,Manual,6,N,N,F,"2-Wheel Drive, Front",GP,Gasoline (Premium Unleaded Recommended),Compact Cars,car,1/21/11,N
2012,Volkswagen,Volkswagen,CC 4MOTION,VWX,58,3.6,6,Auto(S6),17,25,20,N,NA,Naturally Aspirated,SA,Semi-Automatic,6,Y,N,A,All Wheel Drive,GP,Gasoline (Premium Unleaded Recommended),Compact Cars,car,5/13/11,N
2012,Volkswagen,Volkswagen,GOLF,VWX,51,2,4,Auto(S6),30,42,34,N,TC,Turbocharged,SA,Semi-Automatic,6,N,N,F,"2-Wheel Drive, Front",DU,Diesel,Compact Cars,car,6/3/11,N
2012,Volkswagen,Volkswagen,GOLF,VWX,55,2,4,Manual(M6),30,42,34,N,TC,Turbocharged,M,Manual,6,N,N,F,"2-Wheel Drive, Front",DU,Diesel,Compact Cars,car,6/3/11,N
2012,Volkswagen,Volkswagen,GOLF,VWX,24,2.5,5,Auto(S6),24,31,26,N,NA,Naturally Aspirated,SA,Semi-Automatic,6,Y,N,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),Compact Cars,car,5/9/11,
2012,Volkswagen,Volkswagen,GOLF,VWX,28,2.5,5,Manual(M5),23,33,26,N,NA,Naturally Aspirated,M,Manual,5,N,N,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),Compact Cars,car,5/4/11,
2012,Audi,Volkswagen,Golf R,ADX,89,2,4,Manual(M6),19,27,22,N,TC,Turbocharged,M,Manual,6,N,N,A,All Wheel Drive,GP,Gasoline (Premium Unleaded Recommended),Compact Cars,car,1/25/12,N
2012,Audi,Volkswagen,GTI,ADX,44,2,4,Auto(S6),24,33,27,N,TC,Turbocharged,SA,Semi-Automatic,6,Y,N,F,"2-Wheel Drive, Front",GP,Gasoline (Premium Unleaded Recommended),Compact Cars,car,5/9/11,N
2012,Volkswagen,Volkswagen,GTI,VWX,46,2,4,Manual(M6),21,31,25,N,TC,Turbocharged,M,Manual,6,N,N,F,"2-Wheel Drive, Front",GP,Gasoline (Premium Unleaded Recommended),Compact Cars,car,5/9/11,N
2012,Volkswagen,Volkswagen,Jetta,VWX,17,2,4,Auto(S6),24,32,27,N,TC,Turbocharged,SA,Semi-Automatic,6,Y,N,F,"2-Wheel Drive, Front",GP,Gasoline (Premium Unleaded Recommended),Compact Cars,car,3/25/11,
2012,Volkswagen,Volkswagen,Jetta,VWX,50,2,4,Auto(S6),30,42,34,N,TC,Turbocharged,SA,Semi-Automatic,6,N,N,F,"2-Wheel Drive, Front",DU,Diesel,Compact Cars,car,5/12/11,N
