Census_year	State_FIPS_code	Metropolitan_area_Detailed	Age	Sex	Race_General	Marital_status	Total_personal_income
2000	Ohio	Cleveland_ OH	41	Male	Black/Negro	Never married/single (N/A)	5600
2000	Ohio	Cleveland_ OH	30	Female	Black/Negro	Never married/single (N/A)	12004
2000	Ohio	Cleveland_ OH	42	Female	White	Divorced	41600
2000	Ohio	Cleveland_ OH	65	Male	White	Divorced	44000
2000	Ohio	Cleveland_ OH	47	Male	White	Never married/single (N/A)	0
2000	Ohio	Cleveland_ OH	47	Female	White	Never married/single (N/A)	10600
2000	Ohio	Cleveland_ OH	59	Female	White	Divorced	0
2000	Ohio	Cleveland_ OH	86	Female	Black/Negro	Widowed	17860
2000	Ohio	Cleveland_ OH	70	Male	Black/Negro	Married_ spouse present	20800
2000	Ohio	Cleveland_ OH	69	Female	Black/Negro	Married_ spouse present	29900
2000	Ohio	Cleveland_ OH	52	Female	White	Divorced	500
2000	Ohio	Cleveland_ OH	49	Female	Black/Negro	Never married/single (N/A)	5500
2000	Ohio	Cleveland_ OH	63	Female	White	Divorced	7600
2000	Ohio	Cleveland_ OH	33	Male	White	Never married/single (N/A)	31900
2000	Ohio	Cleveland_ OH	73	Female	White	Widowed	8700
2000	Ohio	Cleveland_ OH	27	Male	White	Divorced	19000
2000	Ohio	Cleveland_ OH	39	Male	White	Married_ spouse present	86000
2000	Ohio	Cleveland_ OH	39	Female	White	Married_ spouse present	20000
2000	Ohio	Cleveland_ OH	14	Male	White	Never married/single (N/A)	
2000	Ohio	Cleveland_ OH	0	Male	Black/Negro	Never married/single (N/A)	
2000	Ohio	Cleveland_ OH	37	Male	Black/Negro	Never married/single (N/A)	37060
2000	Ohio	Cleveland_ OH	32	Male	White	Married_ spouse present	0
2000	Ohio	Cleveland_ OH	59	Female	Two major races	Divorced	30000
2000	Ohio	Cleveland_ OH	57	Female	White	Married_ spouse present	126000
2000	Ohio	Cleveland_ OH	74	Male	White	Married_ spouse present	29900
2000	Ohio	Cleveland_ OH	71	Female	White	Married_ spouse present	6500
2000	Ohio	Cleveland_ OH	40	Male	White	Never married/single (N/A)	7800
2000	Ohio	Cleveland_ OH	42	Female	White	Separated	19500
2000	Ohio	Cleveland_ OH	79	Male	White	Married_ spouse present	32500
2000	Ohio	Cleveland_ OH	47	Male	White	Married_ spouse present	35000
2000	Ohio	Cleveland_ OH	49	Female	White	Married_ spouse present	20000
2000	Ohio	Cleveland_ OH	9	Female	White	Never married/single (N/A)	
2000	Ohio	Cleveland_ OH	85	Male	White	Widowed	17500
2000	Ohio	Cleveland_ OH	40	Female	White	Divorced	23200
2000	Ohio	Cleveland_ OH	14	Male	White	Never married/single (N/A)	
2000	Ohio	Cleveland_ OH	84	Female	White	Widowed	7500
2000	Ohio	Cleveland_ OH	53	Female	White	Never married/single (N/A)	32000
2000	Ohio	Cleveland_ OH	26	Male	Black/Negro	Married_ spouse present	18200
2000	Ohio	Cleveland_ OH	1	Male	Black/Negro	Never married/single (N/A)	
2000	Ohio	Cleveland_ OH	75	Male	White	Married_ spouse present	17000
2000	Ohio	Cleveland_ OH	35	Female	White	Married_ spouse present	30000
2000	Ohio	Cleveland_ OH	9	Female	White	Never married/single (N/A)	
2000	Ohio	Cleveland_ OH	3	Female	White	Never married/single (N/A)	
2000	Ohio	Cleveland_ OH	3	Female	White	Never married/single (N/A)	
2000	Ohio	Cleveland_ OH	74	Female	White	Married_ spouse present	27000
2000	Ohio	Cleveland_ OH	18	Female	White	Never married/single (N/A)	2800
2000	Ohio	Cleveland_ OH	54	Female	Black/Negro	Divorced	11000
2000	Ohio	Cleveland_ OH	58	Male	Black/Negro	Divorced	10000
2000	Ohio	Cleveland_ OH	29	Male	White	Never married/single (N/A)	30300
2000	Ohio	Cleveland_ OH	51	Male	White	Separated	40000
2000	Ohio	Cleveland_ OH	63	Female	White	Divorced	60000
2000	Ohio	Cleveland_ OH	67	Female	White	Widowed	9200
2000	Ohio	Cleveland_ OH	69	Female	Black/Negro	Widowed	8500
2000	Ohio	Cleveland_ OH	40	Female	White	Married_ spouse present	13130
2000	Ohio	Cleveland_ OH	62	Male	White	Married_ spouse present	45500
2000	Ohio	Cleveland_ OH	61	Female	White	Married_ spouse present	49000
2000	Ohio	Cleveland_ OH	18	Male	White	Never married/single (N/A)	29000
2000	Ohio	Cleveland_ OH	61	Male	White	Married_ spouse present	20000
2000	Ohio	Cleveland_ OH	38	Male	White	Married_ spouse present	46200
2000	Ohio	Cleveland_ OH	40	Male	White	Married_ spouse present	112000
2000	Ohio	Cleveland_ OH	34	Female	White	Married_ spouse present	3200
2000	Ohio	Cleveland_ OH	19	Male	White	Never married/single (N/A)	13000
2000	Ohio	Cleveland_ OH	36	Male	White	Married_ spouse present	53500
2000	Ohio	Cleveland_ OH	60	Male	White	Married_ spouse present	49200
2000	Ohio	Cleveland_ OH	47	Female	White	Married_ spouse present	25350
2000	Ohio	Cleveland_ OH	26	Female	White	Never married/single (N/A)	29300
2000	Ohio	Cleveland_ OH	51	Female	White	Married_ spouse present	0
2000	Ohio	Cleveland_ OH	34	Female	White	Separated	2500
2000	Ohio	Cleveland_ OH	3	Male	White	Never married/single (N/A)	
2000	Ohio	Cleveland_ OH	45	Male	White	Married_ spouse present	51910
2000	Ohio	Cleveland_ OH	7	Female	White	Never married/single (N/A)	
2000	Ohio	Cleveland_ OH	31	Female	White	Married_ spouse present	33000
2000	Ohio	Cleveland_ OH	0	Female	White	Never married/single (N/A)	
2000	Ohio	Cleveland_ OH	41	Female	White	Married_ spouse present	8000
2000	Ohio	Cleveland_ OH	22	Male	White	Never married/single (N/A)	3200
2000	Ohio	Cleveland_ OH	12	Male	White	Never married/single (N/A)	
2000	Ohio	Cleveland_ OH	35	Male	Other race_ nec	Married_ spouse absent	13800
2000	Ohio	Cleveland_ OH	11	Female	Other race_ nec	Never married/single (N/A)	
2000	Ohio	Cleveland_ OH	26	Male	Other race_ nec	Married_ spouse present	12000
2000	Ohio	Cleveland_ OH	47	Male	Other race_ nec	Married_ spouse absent	12400
2000	Ohio	Cleveland_ OH	62	Male	White	Married_ spouse present	0
2000	Ohio	Cleveland_ OH	63	Female	White	Married_ spouse present	0
2000	Ohio	Cleveland_ OH	18	Female	White	Never married/single (N/A)	0
2000	Ohio	Cleveland_ OH	17	Male	White	Never married/single (N/A)	830
2000	Ohio	Cleveland_ OH	41	Female	White	Divorced	12000
2000	Ohio	Cleveland_ OH	15	Female	White	Never married/single (N/A)	0
2000	Ohio	Cleveland_ OH	26	Male	White	Married_ spouse present	75400
2000	Ohio	Cleveland_ OH	30	Female	White	Married_ spouse present	5600
2000	Ohio	Cleveland_ OH	51	Male	White	Married_ spouse present	36100
2000	Ohio	Cleveland_ OH	44	Female	White	Married_ spouse present	30100
2000	Ohio	Cleveland_ OH	22	Female	White	Never married/single (N/A)	18000
2000	Ohio	Cleveland_ OH	18	Female	White	Never married/single (N/A)	6000
2000	Ohio	Cleveland_ OH	21	Female	White	Never married/single (N/A)	6500
2000	Ohio	Cleveland_ OH	74	Male	White	Married_ spouse present	23100
2000	Ohio	Cleveland_ OH	27	Male	White	Divorced	60000
2000	Ohio	Cleveland_ OH	8	Male	White	Never married/single (N/A)	
2000	Ohio	Cleveland_ OH	47	Male	White	Married_ spouse present	33600
2000	Ohio	Cleveland_ OH	72	Female	White	Widowed	21000
2000	Ohio	Cleveland_ OH	61	Male	White	Married_ spouse present	143230
2000	Ohio	Cleveland_ OH	16	Female	White	Never married/single (N/A)	0
2000	Ohio	Cleveland_ OH	13	Male	White	Never married/single (N/A)	
2000	Ohio	Cleveland_ OH	43	Male	White	Married_ spouse present	116390
2000	Ohio	Cleveland_ OH	39	Female	White	Married_ spouse present	23000
2000	Ohio	Cleveland_ OH	10	Female	White	Never married/single (N/A)	
2000	Ohio	Cleveland_ OH	6	Female	White	Never married/single (N/A)	
2000	Ohio	Cleveland_ OH	62	Male	White	Widowed	420
2000	Ohio	Cleveland_ OH	53	Male	White	Married_ spouse present	70000
2000	Ohio	Cleveland_ OH	52	Female	White	Married_ spouse present	30000
2000	Ohio	Cleveland_ OH	50	Male	White	Divorced	16500
2000	Ohio	Cleveland_ OH	59	Female	White	Divorced	27200
2000	Ohio	Cleveland_ OH	40	Male	White	Married_ spouse present	23700
2000	Ohio	Cleveland_ OH	40	Female	White	Married_ spouse present	19800
2000	Ohio	Cleveland_ OH	9	Female	White	Never married/single (N/A)	
2000	Ohio	Cleveland_ OH	32	Female	White	Married_ spouse present	25700
2000	Ohio	Cleveland_ OH	4	Female	White	Never married/single (N/A)	
2000	Ohio	Cleveland_ OH	34	Male	White	Never married/single (N/A)	36000
2000	Ohio	Cleveland_ OH	73	Female	White	Widowed	25820
2000	Ohio	Cleveland_ OH	59	Male	White	Married_ spouse present	34000
2000	Ohio	Cleveland_ OH	60	Female	White	Married_ spouse present	21000
